wkt_geom,Deliveries,ANC,typeTextHealth,Type,typeText,Please_spe,ownershipText,Name,path,layer,typeTextWater,identifier,PNAME2014,typeTextSchools,typeTextProtection
Point (32.55850000000000222 0.33329999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Kimera Road Primary School,,Schools,,3088,KASUBI,Primary Schools,
Point (32.55599999999999739 0.33500000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,kasubi Tailors Association,,Schools,,3211,KASUBI,Non Formal Schools,
Point (32.55799999999999983 0.3332),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kimera Road Nursery School,,Schools,,3275,KASUBI,Pre-Primary Schools,
Point (32.55949999999999989 0.33410000000000001),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Lady Mariah Unisex Salon,,Schools,,3281,KASUBI,Non Formal Schools,
Point (32.54760000000000275 0.33779999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Musoke Motors,,Schools,,3314,KASUBI,Non Formal Schools,
Point (32.54769999999999897 0.33729999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Namungoona Salaf Primary School,,Schools,,3326,KASUBI,Pre-Primary Schools,
Point (32.54829999999999757 0.33779999999999999),,,,Schools,Secondary Schools,Secondary Schools,Private,Namungoona Salaf Secondary School,,Schools,,3330,KASUBI,Secondary Schools,
Point (32.54820000000000135 0.3377),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Namungoona Salaf Nursery School,,Schools,,3334,KASUBI,Pre-Primary Schools,
Point (32.55319999999999681 0.33300000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,RENA COMMUNITY DEVELOPMENT ASSOCIATION,,Schools,,3479,KASUBI,Non Formal Schools,
Point (32.55040000000000333 0.33579999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,St Peter Claver Kindergaten,,Schools,,3495,KASUBI,Pre-Primary Schools,
Point (32.5484999999999971 0.33679999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Mukalazi Tailers,,Schools,,3511,KASUBI,Non Formal Schools,
Point (32.55850000000000222 0.33660000000000001),,,,Schools,Primary Schools,Primary Schools,Private,Kitara Junior School,,Schools,,3553,KASUBI,Primary Schools,
Point (32.54950000000000188 0.3367),,,,Schools,Primary Schools,Primary Schools,Private,Gershibon Christian School,,Schools,,3582,KASUBI,Primary Schools,
Point (32.55270000000000152 0.33560000000000001),,,,Schools,Secondary Schools,Secondary Schools,Private,STRIVE HIGH SCHOOL,,Schools,,3591,KASUBI,Secondary Schools,
Point (32.54970000000000141 0.3367),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Gershison Christian School,,Schools,,3605,KASUBI,Pre-Primary Schools,
Point (32.55040000000000333 0.33679999999999999),,,,Schools,Post Primary Schools,Post Primary Schools,Private,African Institute of Social Development,,Schools,,3659,KASUBI,Post Primary Schools,
Point (32.55019999999999669 0.33639999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,St Peter Claver Nersury School,,Schools,,3686,KASUBI,Pre-Primary Schools,
Point (32.55409999999999826 0.33289999999999997),,,,Schools,Primary Schools,Primary Schools,Government,KASUBI FAMILY PRIMARY SCHOOL,,Schools,,3687,KASUBI,Primary Schools,
Point (32.54599999999999937 0.34239999999999998),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Cape Valley International Vocational School,,Schools,,3758,KASUBI,Post Primary Schools,
Point (32.54610000000000269 0.34250000000000003),,,,Schools,Primary Schools,Primary Schools,Private,Cape Valley International  Primary School,,Schools,,3777,KASUBI,Primary Schools,
Point (32.55010000000000048 0.32969999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,EL-SHADDAI INFANT SCHOOL,,Schools,,3780,KASUBI,Pre-Primary Schools,
Point (32.54829999999999757 0.33339999999999997),,,,Schools,Primary Schools,Primary Schools,Private,KASUBI PARENTS PRIMARY SCHOOL,,Schools,,3786,KASUBI,Primary Schools,
Point (32.54780000000000229 0.33300000000000002),,,,Schools,Secondary Schools,Secondary Schools,Private,KASUBI PARENTS SECONDARY SCHOOL,,Schools,,3817,KASUBI,Secondary Schools,
Point (32.55030000000000001 0.33960000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Crested Crane Education Center,,Schools,,3828,KASUBI,Pre-Primary Schools,
Point (32.54829999999999757 0.33929999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Golden Junior School,,Schools,,3833,KASUBI,Primary Schools,
Point (32.54829999999999757 0.33910000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Golden Junior School,,Schools,,3840,KASUBI,Pre-Primary Schools,
Point (32.54719999999999658 0.3382),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Namungoona Faniture Man,,Schools,,3849,KASUBI,Non Formal Schools,
Point (32.54579999999999984 0.34089999999999998),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Tailor And Craft Initiatives,,Schools,,3866,KASUBI,Post Primary Schools,
Point (32.55539999999999878 0.33550000000000002),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Kairos Beauty Salon,,Schools,,3871,KASUBI,Non Formal Schools,
Point (32.5549000000000035 0.3357),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Glory Beauty Salon,,Schools,,3873,KASUBI,Non Formal Schools,
Point (32.55460000000000065 0.3357),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Creamsite Primary School,,Schools,,3875,KASUBI,Pre-Primary Schools,
Point (32.55460000000000065 0.33579999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Creamsite Nursery School,,Schools,,3877,KASUBI,Primary Schools,
Point (32.55180000000000007 0.33489999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kawaala Junior Starts Nursery School,,Schools,,3881,KASUBI,Pre-Primary Schools,
Point (32.54579999999999984 0.34089999999999998),,,,Schools,Post Primary Schools,Post Primary Schools,Private,National Adult Education Association Of Uganda,,Schools,,3884,KASUBI,Post Primary Schools,
Point (32.55190000000000339 0.33500000000000002),,,,Schools,Primary Schools,Primary Schools,Private,Kawaala Junior Starts Primary School,,Schools,,3887,KASUBI,Primary Schools,
Point (32.55180000000000007 0.33550000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Real Nursery School,,Schools,,3894,KASUBI,Pre-Primary Schools,
Point (32.55270000000000152 0.3357),,,,Schools,Secondary Schools,Secondary Schools,Private,Strive High School,,Schools,,3897,KASUBI,Secondary Schools,
Point (32.55870000000000175 0.3352),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Innerman Pre-primary School,,Schools,,3900,KASUBI,Pre-Primary Schools,
Point (32.55030000000000001 0.33950000000000002),,,,Schools,Primary Schools,Primary Schools,Private,Crested Crane Education Services,,Schools,,3904,KASUBI,Primary Schools,
Point (32.55169999999999675 0.33529999999999999),,,,Schools,Primary Schools,Primary Schools,Private,Real Primary School,,Schools,,3916,KASUBI,Primary Schools,
Point (32.54710000000000036 0.33460000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,GOD WITH US NURSERY AND PE,,Schools,,3927,KASUBI,Pre-Primary Schools,
Point (32.54659999999999798 0.3357),,,,Schools,Primary Schools,Primary Schools,Private,GOD WITH US NURSERY AND PRIMARY SCHOOL,,Schools,,3932,KASUBI,Primary Schools,
Point (32.56519999999999726 0.31240000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Y.K LULE MEMORIAL DENTAL UNIT,,Kampala Health Facilities,,101,NAMIREMBE,,
Point (32.55760000000000076 0.308),No,No,Neither Delivery not Antenatal Services,,,,Private,Compassion medical centre,,Kampala Health Facilities,,103,NAMIREMBE,,
Point (32.56430000000000291 0.31),No,No,Neither Delivery not Antenatal Services,,,,Private,Smike dental surgery ,,Kampala Health Facilities,,107,NAMIREMBE,,
Point (32.56119999999999948 0.30690000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Ntaka clinic,,Kampala Health Facilities,,4466,NAMIREMBE,,
Point (32.56219999999999715 0.30730000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,KAMPALA WEST MEDICAL CLINIC,,Kampala Health Facilities,,4467,NAMIREMBE,,
Point (32.55879999999999797 0.30940000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Kerning clinic,,Kampala Health Facilities,,4468,NAMIREMBE,,
Point (32.55819999999999936 0.31040000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Merck clinic,,Kampala Health Facilities,,4469,NAMIREMBE,,
Point (32.56320000000000192 0.31219999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Central medical services,,Kampala Health Facilities,,4630,NAMIREMBE,,
Point (32.56349999999999767 0.31269999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Good will clinic,,Kampala Health Facilities,,4632,NAMIREMBE,,
Point (32.5636999999999972 0.313),No,No,Neither Delivery not Antenatal Services,,,,Private,Vision medical centre,,Kampala Health Facilities,,4635,NAMIREMBE,,
Point (32.56380000000000052 0.31330000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,St. Johns medical clinic,,Kampala Health Facilities,,4637,NAMIREMBE,,
Point (32.55989999999999895 0.31190000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,M and s general clinic,,Kampala Health Facilities,,4641,NAMIREMBE,,
Point (32.56380000000000052 0.31590000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,GOOD LUCK CLINIC,,Kampala Health Facilities,,4643,NAMIREMBE,,
Point (32.5373999999999981 0.29820000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,Rhino dental clinic ,,Kampala Health Facilities,,78,NATETE,,
Point (32.53719999999999857 0.2989),No,No,Neither Delivery not Antenatal Services,,,,Private,St. Lawrence clinic,,Kampala Health Facilities,,79,NATETE,,
Point (32.53750000000000142 0.29749999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Mercy general care,,Kampala Health Facilities,,93,NATETE,,
Point (32.53479999999999706 0.30959999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Nateete arch mobile,,Kampala Health Facilities,,100,NATETE,,
Point (32.5362000000000009 0.29799999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Edma medical center ,,Kampala Health Facilities,,122,NATETE,,
Point (32.53099999999999881 0.30309999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Empathy clinic ,,Kampala Health Facilities,,4471,NATETE,,
Point (32.53079999999999927 0.30509999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Blessed clinic ,,Kampala Health Facilities,,4485,NATETE,,
Point (32.5373999999999981 0.30109999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Zai health clinic ,,Kampala Health Facilities,,4592,NATETE,,
Point (32.56750000000000256 0.2903),No,No,Neither Delivery not Antenatal Services,,,,Private,Ndeeba MEDICAL CENTRE,,Kampala Health Facilities,,2,NDEEBA,,
Point (32.56819999999999737 0.29049999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Catherine Medical care,,Kampala Health Facilities,,4,NDEEBA,,
Point (32.5619000000000014 0.29189999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Kisakye medical clinic,,Kampala Health Facilities,,13,NDEEBA,,
Point (32.56280000000000285 0.29349999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Zeel medical services,,Kampala Health Facilities,,4540,NDEEBA,,
Point (32.56389999999999674 0.30230000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,JUMBO CORNER MEDICAL CLINIC,,Kampala Health Facilities,,4626,NDEEBA,,
Point (32.56880000000000308 0.29089999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Matovu.J medi care clinic,,Kampala Health Facilities,,4681,NDEEBA,,
Point (32.56580000000000297 0.29020000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,St.Micheal dental clinic,,Kampala Health Facilities,,4688,NDEEBA,,
Point (32.5561000000000007 0.30840000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,KK clinic,,Kampala Health Facilities,,106,RUBAGA,,
Point (32.54249999999999687 0.29630000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Kiwabo medical care centre,,Kampala Health Facilities,,134,RUBAGA,,
Point (32.54370000000000118 0.3029),No,No,Neither Delivery not Antenatal Services,,,,Private,Upland clinic,,Kampala Health Facilities,,141,RUBAGA,,
Point (32.54169999999999874 0.29680000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Twins clinic,,Kampala Health Facilities,,148,RUBAGA,,
Point (32.54840000000000089 0.29580000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Tito clinic,,Kampala Health Facilities,,150,RUBAGA,,
Point (32.55499999999999972 0.2994),No,No,Neither Delivery not Antenatal Services,,,,Private,Kabuusu clinic,,Kampala Health Facilities,,4511,RUBAGA,,
Point (32.54569999999999652 0.33739999999999998),,,,POLICE POST,Police Post,,Government,NAMUNGOONA POLICE POST,,Police,,741,LUBYA,,Police Post
Point (32.53699999999999903 0.32290000000000002),,,,POLICE POST,Police Post,,Government,LUGALA POLICE POST,,Police,,746,LUBYA,,Police Post
Point (32.53589999999999804 0.34010000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,RAISE UP ACHILD INFANT SCHOOL,,Schools,,798,LUBYA,Pre-Primary Schools,
Point (32.53759999999999764 0.33029999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Maria Assumpta Junior School,,Schools,,809,LUBYA,Pre-Primary Schools,
Point (32.53450000000000131 0.33760000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,WAY TO SUCCESS NURSERY SCHOOL,,Schools,,829,LUBYA,Pre-Primary Schools,
Point (32.5362000000000009 0.34239999999999998),,,,Schools,Primary Schools,Primary Schools,Private,JOLLY AND LOWLY PRIMARY SCHOOL,,Schools,,849,LUBYA,Primary Schools,
Point (32.53719999999999857 0.3291),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Aunty Carol Nursery School Kigobe,,Schools,,900,LUBYA,Pre-Primary Schools,
Point (32.5362000000000009 0.33810000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,BLESSED NURSERY AND PRIMARY SCHOOL,,Schools,,904,LUBYA,Pre-Primary Schools,
Point (32.5362000000000009 0.33810000000000001),,,,Schools,Primary Schools,Primary Schools,Private,BLESSED NURSERY AND PRIMARY SCHOOL,,Schools,,924,LUBYA,Primary Schools,
Point (32.54480000000000217 0.32290000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Blessed Nursery School,,Schools,,1242,LUBYA,Pre-Primary Schools,
Point (32.540300000000002 0.32669999999999999),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Shif Unisex Salon,,Schools,,1269,LUBYA,Non Formal Schools,
Point (32.54460000000000264 0.33079999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,King Solomon Academy Day Care Centre,,Schools,,1271,LUBYA,Pre-Primary Schools,
Point (32.5444000000000031 0.33090000000000003),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,King Solomon Academy,,Schools,,1295,LUBYA,Pre-Primary Schools,
Point (32.53810000000000002 0.34079999999999999),,,,Schools,Secondary Schools,Secondary Schools,Private,NAMUNGOONA PROGRESSIVE SECONDARY SCHOOL,,Schools,,1346,LUBYA,Secondary Schools,
Point (32.55299999999999727 0.32179999999999997),,,,Schools,Primary Schools,Primary Schools,Private,NAKULABYE JUNIOR SCHOOL,,Schools,,1354,LUBYA,Primary Schools,
Point (32.55330000000000013 0.32179999999999997),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,NAKULABYE JUNIOR SCHOOL,,Schools,,1411,LUBYA,Pre-Primary Schools,
Point (32.54569999999999652 0.33260000000000001),,,,Schools,Primary Schools,Primary Schools,Private,ROSEPASK PRIMARY SCHOOL,,Schools,,1422,LUBYA,Primary Schools,
Point (32.54590000000000316 0.33229999999999998),,,,Schools,Post Primary Schools,Post Primary Schools,Private,ST.FLORENCE COMPUTER TRAINING CENTRE,,Schools,,1431,LUBYA,Post Primary Schools,
Point (32.54590000000000316 0.3327),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,ROSEPASK NURSERY SCHOOL,,Schools,,1433,LUBYA,Pre-Primary Schools,
Point (32.54290000000000305 0.32569999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Happy Angels Kindergarten,,Schools,,1495,LUBYA,Pre-Primary Schools,
Point (32.53869999999999862 0.34189999999999998),,,,Schools,Primary Schools,Primary Schools,Private,STARDARD PARENTS SCHOOL,,Schools,,1497,LUBYA,Primary Schools,
Point (32.54919999999999902 0.33040000000000003),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Computer Land,,Schools,,1506,LUBYA,Post Primary Schools,
Point (32.53880000000000194 0.34210000000000002),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,STARDARD PARENTS SCHOOL,,Schools,,1513,LUBYA,Pre-Primary Schools,
Point (32.53629999999999711 0.34229999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,JOLLY AND LOWLY NURSERY SCHOOL,,Schools,,1540,LUBYA,Pre-Primary Schools,
Point (32.53820000000000334 0.3402),,,,Schools,Primary Schools,Primary Schools,Private,ST.JOHN'S HILL PRIMARY SCHOOL,,Schools,,1546,LUBYA,Primary Schools,
Point (32.5379999999999967 0.34010000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,ST.JOHNS HILL NURSERY SCHOOL,,Schools,,1561,LUBYA,Pre-Primary Schools,
Point (32.5367999999999995 0.3372),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,HAPPY HEARTS KINDERGARTEN AND DAYCARE CENTER,,Schools,,1587,LUBYA,Pre-Primary Schools,
Point (32.53900000000000148 0.34279999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,TRINITY NURSERY AND PRIMARY SCHOOL,,Schools,,1626,LUBYA,Pre-Primary Schools,
Point (32.54370000000000118 0.33539999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Namungoona Modern Primary School,,Schools,,1631,LUBYA,Pre-Primary Schools,
